date,closeprice
2013-10-28,5111.09
2013-10-29,5136.402
2013-10-30,5202.422
2013-10-31,5127.417
2013-11-1,5163.11
2013-11-4,5153.39
2013-11-5,5151.294
2013-11-6,5090.441
2013-11-7,5067.757
2013-11-8,4998.117
2013-11-11,5016.677
2013-11-12,5073.589
2013-11-13,4955.958
2013-11-14,4987.409
2013-11-15,5090.72
2013-11-18,5283.183
2013-11-19,5246.533
2013-11-20,5271.939
2013-11-21,5236.653
2013-11-22,5209.632
2013-11-25,5188.85
2013-11-26,5184.358
2013-11-27,5245.398
2013-11-28,5295.827
2013-11-29,5295.078
2013-12-2,5288.456
2013-12-3,5325.957
2013-12-4,5392.66
2013-12-5,5379.193
2013-12-6,5332.983
2013-12-9,5327.314
2013-12-10,5332.014
2013-12-11,5239.026
2013-12-12,5229.324
2013-12-13,5215.416
2013-12-16,5134.365
2013-12-17,5112.354
2013-12-18,5111.459
2013-12-19,5049.469
2013-12-20,4927.153
2013-12-23,4941.992
2013-12-24,4944.137
2013-12-25,4976.708
2013-12-26,4894.078
2013-12-27,4976.065
2013-12-30,4970.258
2013-12-31,5040.27
2014-1-2,5010.072
2014-1-3,4935.223
2014-1-6,4834.822
2014-1-7,4834.689
2014-1-8,4847.13
2014-1-9,4806.933
2014-1-10,4780.188
2014-1-13,4763.282
2014-1-14,4795.301
2014-1-15,4784.156
2014-1-16,4790.682
2014-1-17,4726.108
2014-1-20,4694.379
2014-1-21,4744.946
2014-1-22,4863.155
2014-1-23,4832.891
2014-1-24,4852.582
2014-1-27,4790.248
2014-1-28,4804.551
2014-1-29,4831.654
2014-1-30,4782.29
2014-2-7,4797.888
2014-2-10,4908.934
2014-2-11,4957.042
2014-2-12,4959.893
2014-2-13,4938.74
2014-2-14,4973.208
2014-2-17,5001.163
2014-2-18,4936.453
2014-2-19,4998.372
2014-2-20,4951.771
2014-2-21,4904.313
2014-2-24,4795.724
2014-2-25,4680.554
2014-2-26,4690.612
2014-2-27,4695.092
2014-2-28,4732.958
2014-3-3,4753.75
2014-3-4,4750.242
2014-3-5,4702.554
2014-3-6,4723.002
2014-3-7,4712.907
2014-3-10,4559.511
2014-3-11,4575.77
2014-3-12,4590.941
2014-3-13,4646.631
2014-3-14,4610.235
2014-3-17,4647.787
2014-3-18,4640.989
2014-3-19,4610.746
2014-3-20,4545.138
2014-3-21,4708.869
2014-3-24,4752.598
2014-3-25,4747.145
2014-3-26,4735.881
2014-3-27,4711.743
2014-3-28,4711.144
2014-3-31,4694.38
2014-4-1,4723.718
2014-4-2,4768.839
2014-4-3,4728.295
2014-4-4,4773.133
2014-4-8,4898.91
2014-4-9,4897.358
2014-4-10,4994.679
2014-4-11,4981.516
2014-4-14,4969.932
2014-4-15,4880.204
2014-4-16,4889.383
2014-4-17,4868.581
2014-4-18,4868.364
2014-4-21,4783.905
2014-4-22,4812.053
2014-4-23,4798.981
2014-4-24,4792.667
2014-4-25,4749.667
2014-4-28,4677.366
2014-4-29,4723.903
2014-4-30,4726.878
2014-5-5,4717.177
2014-5-6,4717.387
2014-5-7,4676.704
2014-5-8,4685.362
2014-5-9,4680.362
2014-5-12,4778.403
2014-5-13,4768.931
2014-5-14,4761.145
2014-5-15,4708
2014-5-16,4709.726
2014-5-19,4634.08
2014-5-20,4638.288
2014-5-21,4682.505
2014-5-22,4671.175
2014-5-23,4710.315
2014-5-26,4721.801
2014-5-27,4702.057
2014-5-28,4743.024
2014-5-29,4715.576
2014-5-30,4711.718
2014-6-3,4696.8
2014-6-4,4654.665
2014-6-5,4706.406
2014-6-6,4671.012
2014-6-9,4674.969
2014-6-10,4729.291
2014-6-11,4723.693
2014-6-12,4710.998
2014-6-13,4760.76
2014-6-16,4800.657
2014-6-17,4752.435
2014-6-18,4732.178
2014-6-19,4666.129
2014-6-20,4687.504
2014-6-23,4673.804
2014-6-24,4695.723
2014-6-25,4667.5
2014-6-26,4697.669
2014-6-27,4695.38
2014-6-30,4729.205
2014-7-1,4731.048
2014-7-2,4745.66
2014-7-3,4763.477
2014-7-4,4761.84
2014-7-7,4763.134
2014-7-8,4766.312
2014-7-9,4706.482
2014-7-10,4692.31
2014-7-11,4702.067
2014-7-14,4751.894
2014-7-15,4758.726
2014-7-16,4750.663
2014-7-17,4718.448
2014-7-18,4731.26
2014-7-21,4735.959
2014-7-22,4789.671
2014-7-23,4809.315
2014-7-24,4905.37
2014-7-25,4954.048
2014-7-28,5100.238
2014-7-29,5115.475
2014-7-30,5091.9
2014-7-31,5155.057
2014-8-1,5107.093
2014-8-4,5216.06
2014-8-5,5194.419
2014-8-6,5171.141
2014-8-7,5091.346
2014-8-8,5101.197
2014-8-11,5175.245
2014-8-12,5157.388
2014-8-13,5162.636
2014-8-14,5116.748
2014-8-15,5165.548
2014-8-18,5188.671
2014-8-19,5185.709
2014-8-20,5160.667
2014-8-21,5130.676
2014-8-22,5153.313
2014-8-25,5103.117
2014-8-26,5072.268
2014-8-27,5075.836
2014-8-28,5046.551
2014-8-29,5107.101
2014-9-1,5135.505
2014-9-2,5206.837
2014-9-3,5255.658
2014-9-4,5299.388
2014-9-5,5353.27
2014-9-9,5338.03
2014-9-10,5303.226
2014-9-11,5288.415
2014-9-12,5320.949
2014-9-15,5317.609
2014-9-16,5227.732
2014-9-17,5249.002
2014-9-18,5260.835
2014-9-19,5298.419
2014-9-22,5191.651
2014-9-23,5236.041
2014-9-24,5331.215
2014-9-25,5313.199
2014-9-26,5310.759
2014-9-29,5336.153
2014-9-30,5341.614
2014-10-8,5398.486
2014-10-9,5404.35
2014-10-10,5366.095
2014-10-13,5335.384
2014-10-14,5313.103
2014-10-15,5350.696
2014-10-16,5316.491
2014-10-17,5314.725
2014-10-20,5335.159
2014-10-21,5293.241
2014-10-22,5269.67
2014-10-23,5226.59
2014-10-24,5218.177
2014-10-27,5162.316
2014-10-28,5263.545
2014-10-29,5342.154
2014-10-30,5385.623
2014-10-31,5478.618
2014-11-3,5477.76
2014-11-4,5473.482
2014-11-5,5449.717
2014-11-6,5452.102
2014-11-7,5449.556
2014-11-10,5596.22
2014-11-11,5611.785
2014-11-12,5691.002
2014-11-13,5672.315
2014-11-14,5675.967
2014-11-17,5637.859
2014-11-18,5571.036
2014-11-19,5557.197
2014-11-20,5561.838
2014-11-21,5674.553
2014-11-24,5819.729
2014-11-25,5891.787
2014-11-26,5998.58
2014-11-27,6081.386
2014-11-28,6222.947
2014-12-1,6230.718
2014-12-2,6490.722
2014-12-3,6564.286
2014-12-4,6896.31
2014-12-5,6980.453
2014-12-8,7278.94
2014-12-9,6937.483
2014-12-10,7176.306
2014-12-11,7048.114
2014-12-12,7071.164
2014-12-15,7120.354
2014-12-16,7361.517
2014-12-17,7534.98
2014-12-18,7504.791
2014-12-19,7608.318
2014-12-22,7663.882
2014-12-23,7495.146
2014-12-24,7250.025
2014-12-25,7518.198
2014-12-26,7799.933
2014-12-29,7834.365
2014-12-30,7871.024
2014-12-31,8044.505
2015-1-5,8261.267
2015-1-6,8215.575
2015-1-7,8237.125
2015-1-8,8012.598
2015-1-9,8010.613
2015-1-12,7921.333
2015-1-13,7897.713
2015-1-14,7894.156
2015-1-15,8159.943
2015-1-16,8235.101
2015-1-19,7554.286
2015-1-20,7610.799
2015-1-21,7989.271
2015-1-22,8018.95
2015-1-23,8050.015
2015-1-26,8093.794
2015-1-27,8008.752
2015-1-28,7895.579
2015-1-29,7779.849
2015-1-30,7667.462
2015-2-2,7471.349
2015-2-3,7668.338
2015-2-4,7588.214
2015-2-5,7506.481
2015-2-6,7405.357
2015-2-9,7501.475
2015-2-10,7617.921
2015-2-11,7666.962
2015-2-12,7685.663
2015-2-13,7738.8
2015-2-16,7780.553
2015-2-17,7832.568
2015-2-25,7730.601
2015-2-26,7941.405
2015-2-27,7947.054
2015-3-2,7992.497
2015-3-3,7776.398
2015-3-4,7806.007
2015-3-5,7713.82
2015-3-6,7700.174
2015-3-9,7848.195
2015-3-10,7784.37
2015-3-11,7807.848
2015-3-12,7997.225
2015-3-13,8039.6
2015-3-16,8226.961
2015-3-17,8345.501
2015-3-18,8539.165
2015-3-19,8526.036
2015-3-20,8661.594
2015-3-23,8828.092
2015-3-24,8802.963
2015-3-25,8709.443
2015-3-26,8758.979
2015-3-27,8789.115
2015-3-30,9068.809
2015-3-31,8972.903
2015-4-1,9121.644
2015-4-2,9090.195
2015-4-3,9193.972
2015-4-7,9394.634
2015-4-8,9518.866
2015-4-9,9450.583
2015-4-10,9620.952
2015-4-13,9800.327
2015-4-14,9864.25
2015-4-15,9786.627
2015-4-16,10117.99
2015-4-17,10321.26
2015-4-20,10149.95
2015-4-21,10315.71
2015-4-22,10586.67
2015-4-23,10561.82
2015-4-24,10469.98
2015-4-27,10741.18
2015-4-28,10619.61
2015-4-29,10669.3
2015-4-30,10608.55
2015-5-4,10704.89
2015-5-5,10290.41
2015-5-6,10207.29
2015-5-7,9998.623
2015-5-8,10153.94
2015-5-11,10416.62
2015-5-12,10537.2
2015-5-13,10435.5
2015-5-14,10382.97
2015-5-15,10210.98
2015-5-18,10063.43
2015-5-19,10413.33
2015-5-20,10455.67
2015-5-21,10584.95
2015-5-22,10878.02
2015-5-25,11218.41
2015-5-26,11389.01
2015-5-27,11319.84
2015-5-28,10558.06
2015-5-29,10535.54
2015-6-1,11032.47
2015-6-2,11179.44
2015-6-3,11152.98
2015-6-4,11279.93
2015-6-5,11385.42
2015-6-8,11741.07
2015-6-9,11645.69
2015-6-10,11580.6239
2015-6-11,11548.7386
2015-6-12,11594.2275
2015-6-15,11336.9489
2015-6-16,11009.1663
2015-6-17,11160.4186
2015-6-18,10697.4894
2015-6-19,10051.9443
2015-6-23,10354.0931
2015-6-24,10555.4316
2015-6-25,10187.1673
2015-6-26,9399.7983
2015-6-29,9109.7258
2015-6-30,9723.8523
2015-7-1,9225.2221
2015-7-2,8942.1713
2015-7-3,8442.6858
2015-7-6,8789.1249
2015-7-7,8774.692
2015-7-8,8138.8304
2015-7-9,8672.1232
2015-7-10,9115.3392
2015-7-13,9261.121
2015-7-14,9018.6591
2015-7-15,8765.3459
2015-7-16,8794.8725
2015-7-17,9090.0325
2015-7-20,9086.511
2015-7-21,9086.9075
2015-7-22,9053.9546
2015-7-23,9265.5658
2015-7-24,9122.4658
2015-7-27,8327.9422
2015-7-28,8300.9369
2015-7-29,8540.1189
2015-7-30,8310.8595
2015-7-31,8282.5159
2015-8-3,8300.8231
2015-8-4,8549.3674
2015-8-5,8373.4478
2015-8-6,8302.0827
2015-8-7,8456.5606
2015-8-10,8862.1038
2015-8-11,8807.6098
2015-8-12,8704.6986
2015-8-13,8820.4549
2015-8-14,8819.8082
2015-8-17,8820.3566
2015-8-18,8263.6995
2015-8-19,8386.9372
2015-8-20,8115.4269
2015-8-21,7770.5872
2015-8-24,7069.2827
2015-8-25,6558.7162
2015-8-26,6546.7653
2015-8-27,6975.3343
2015-8-28,7256.6422
2015-8-31,7334.3567
2015-9-1,7337.42
2015-9-2,7345.9925
2015-9-7,7075.4392
2015-9-8,7260.3824
2015-9-9,7388.2811
2015-9-10,7335.1766
2015-9-11,7310.292
2015-9-14,7304.8342
2015-9-15,7031.6048
2015-9-16,7332.0376
2015-9-17,7167.7775
2015-9-18,7186.6521
2015-9-21,7282.2945
2015-9-22,7351.1015
2015-9-23,7164.6336
2015-9-24,7208.5938
2015-9-25,7125.8677
2015-9-28,7119.2927
2015-9-29,6976.2864
2015-9-30,7030.8578
2015-10-8,7216.037
2015-10-9,7314.5994
2015-10-12,7531.1946
2015-10-13,7522.6788
2015-10-14,7449.1947
2015-10-15,7608.2852
2015-10-16,7715.5078
2015-10-19,7709.4764
2015-10-20,7789.0314
2015-10-21,7639.7728
2015-10-22,7706.0798
2015-10-23,7776.8918
2015-10-26,7812.2475
2015-10-27,7819.5106
2015-10-28,7671.7426
2015-10-29,7679.5055
2015-10-30,7685.7109
2015-11-2,7558.6087
2015-11-3,7533.9862
2015-11-4,7871.696
2015-11-5,8061.5263
2015-11-6,8233.5151
2015-11-9,8339.012
2015-11-10,8316.1452
2015-11-11,8293.7703
2015-11-12,8206.8639
2015-11-13,8113.3229
2015-11-16,8129.4054
2015-11-17,8132.6196
2015-11-18,8063.9128
2015-11-19,8172.479
2015-11-20,8174.1426
2015-11-23,8132.8521
2015-11-24,8117.4071
2015-11-25,8170.4943
2015-11-26,8133.664
2015-11-27,7716.3416
2015-11-30,7728.4401
2015-12-1,7775.9223
2015-12-2,8071.5927
2015-12-3,8106.6677
2015-12-4,7927.2049
2015-12-7,7942.6871
2015-12-8,7818.5856
2015-12-9,7830.4208
2015-12-10,7790.2656
2015-12-11,7743.8887
2015-12-14,7971.3206
2015-12-15,7905.2467
2015-12-16,7895.4205
2015-12-17,8026.3926
2015-12-18,8051.1237
2015-12-21,8269.431
2015-12-22,8281.1766
2015-12-23,8279.5545
2015-12-24,8196.034
2015-12-25,8227.0478
2015-12-28,7973.8767
2015-12-29,8043.1436
2015-12-30,8045.9191
2015-12-31,7995.7691
2016-1-4,7458.3144
2016-1-5,7488.6783
2016-1-6,7614.2259
2016-1-7,7107.5291
2016-1-8,7252.1637
2016-1-11,6892.281
2016-1-12,6928.5506
2016-1-13,6798.3522
2016-1-14,6912.073
2016-1-15,6693.4352
2016-1-18,6707.4112
2016-1-19,6907.8867
2016-1-20,6801.2359
2016-1-21,6609.4974
2016-1-22,6679.4633
2016-1-25,6702.8364
2016-1-26,6300.6508
2016-1-27,6271.8177
2016-1-28,6107.3801
2016-1-29,6308.4793
2016-2-1,6198.5254
2016-2-2,6321.2395
2016-2-3,6286.3014
2016-2-4,6368.6164
2016-2-5,6334.7616
2016-2-15,6293.5846
2016-2-16,6483.0409
2016-2-17,6533.1084
2016-2-18,6514.4725
2016-2-19,6504.4838
2016-2-22,6654.0571
2016-2-23,6583.5774
2016-2-24,6641.4991
2016-2-25,6242.826
2016-2-26,6309.5676
2016-2-29,6205.3675
2016-3-1,6307.6592
2016-3-2,6564.5991
2016-3-3,6597.5957
2016-3-4,6732.3869
2016-3-7,6731.5491
2016-3-8,6739.9586
2016-3-9,6685.5017
2016-3-10,6528.732
2016-3-11,6547.408
2016-3-14,6621.8639
2016-3-15,6663.596
2016-3-16,6741.3181
2016-3-17,6775.9619
2016-3-18,6846.879
2016-3-21,7015.6214
2016-3-22,6962.0243
2016-3-23,6970.7161
2016-3-24,6849.5377
2016-3-25,6885.9246
2016-3-28,6814.272
2016-3-29,6748.2381
2016-3-30,6916.933
2016-3-31,6921.877
2016-4-1,6952.4069
2016-4-5,7023.8044
2016-4-6,6996.0876
2016-4-7,6894.0669
2016-4-8,6844.6689
2016-4-11,6938.4845
2016-4-12,6917.9906
2016-4-13,7010.4379
2016-4-14,7037.3724
2016-4-15,7039.3256
2016-4-18,6945.8334
2016-4-19,6967.2136
2016-4-20,6883.9382
2016-4-21,6837.7673
2016-4-22,6860.2701
2016-4-25,6824.2574
2016-4-26,6858.5037
2016-4-27,6827.057
2016-4-28,6815.0421
2016-4-29,6799.6308
2016-5-3,6903.6415
2016-5-4,6900.4484
2016-5-5,6906.0646
2016-5-6,6738.2705
2016-5-9,6599.7318
2016-5-10,6603.9565
2016-5-11,6630.8586
2016-5-12,6649.5724
2016-5-13,6617.5986
2016-5-16,6651.1207
2016-5-17,6627.9748
2016-5-18,6604.6961
2016-5-19,6588.0283
2016-5-20,6623.06
2016-5-23,6636.2693
2016-5-24,6584.9531
2016-5-25,6581.1485
2016-5-26,6590.1167
2016-5-27,6583.89
2016-5-30,6603.8075
2016-5-31,6823.7542
2016-6-1,6787.5059
2016-6-2,6797.6234
2016-6-3,6837.7199
2016-6-6,6805.968
2016-6-7,6805.4736
2016-6-8,6785.6411
2016-6-13,6598.5944
2016-6-14,6616.8496
2016-6-15,6686.6359
2016-6-16,6648.7904
2016-6-17,6673.294
2016-6-20,6672.1131
2016-6-21,6663.1909
2016-6-22,6708.6595
2016-6-23,6673.369
2016-6-24,6583.7429
2016-6-27,6661.3421
2016-6-28,6689.8863
2016-6-29,6742.3433
2016-6-30,6735.8869
2016-7-1,6748.0015
2016-7-4,6875.5282
2016-7-5,6904.2493
2016-7-6,6914.4298
2016-7-7,6916.4005
2016-7-8,6860.8172
2016-7-11,6890.6048
2016-7-12,7040.4606
2016-7-13,7051.0424
2016-7-14,7039.7843
2016-7-15,7037.1234
2016-7-18,7016.4948
2016-7-19,6985.9831
2016-7-20,6958.1388
2016-7-21,6992.6376
2016-7-22,6924.888
2016-7-25,6935.5966
2016-7-26,7017.7529
2016-7-27,6955.8339
2016-7-28,6950.6531
2016-7-29,6913.502
2016-8-1,6873.2437
2016-8-2,6893.6498
2016-8-3,6897.641
2016-8-4,6895.0421
2016-8-5,6896.3082
2016-8-8,6944.7785
2016-8-9,6991.5875
2016-8-10,6970.3549
2016-8-11,6960.8213
2016-8-12,7094.915
2016-8-15,7301.2577
2016-8-16,7234.5428
2016-8-17,7225.133
2016-8-18,7206.9631
2016-8-19,7220.0966
2016-8-22,7168.4365
2016-8-23,7176.5067
2016-8-24,7150.7739
2016-8-25,7106.0065
2016-8-26,7105.3751
2016-8-29,7098.0761
2016-8-30,7112.6638
2016-8-31,7138.265
2016-9-1,7091.2626
2016-9-2,7130.0869
2016-9-5,7129.728
2016-9-6,7156.4289
2016-9-7,7161.9778
2016-9-8,7159.7049
2016-9-9,7122.8182
2016-9-12,7031.2287
2016-9-13,7010.9298
2016-9-14,6958.6003
2016-9-19,7007.3093
2016-9-20,6993.2237
2016-9-21,7002.6779
2016-9-22,7045.1872
2016-9-23,7025.2953
2016-9-26,6915.993
2016-9-27,6950.7768
2016-9-28,6922.5904
2016-9-29,6945.691
2016-9-30,6958.5008
2016-10-10,7045.0361
2016-10-11,7074.747
2016-10-12,7049.4963
2016-10-13,7057.0416
2016-10-14,7071.0245
2016-10-17,7020.3627
2016-10-18,7116.605
2016-10-19,7110.1896
2016-10-20,7111.5929
2016-10-21,7146.9368
2016-10-24,7237.1126
2016-10-25,7230.9297
2016-10-26,7205.0295
2016-10-27,7185.1625
2016-10-28,7179.7312
2016-10-31,7169.7223
2016-11-1,7212.3181
2016-11-2,7162.9523
2016-11-3,7241.2021
2016-11-4,7225.4307
2016-11-7,7235.7406
2016-11-8,7260.9324
2016-11-9,7212.4697
2016-11-10,7292.7237
2016-11-11,7360.3535
2016-11-14,7396.6423
2016-11-15,7379.5299
2016-11-16,7378.3899
2016-11-17,7395.9825
2016-11-18,7355.8743
2016-11-21,7423.2757
2016-11-22,7482.4764
2016-11-23,7494.9852
2016-11-24,7526.7385
2016-11-25,7599.5716
2016-11-28,7631.6984
2016-11-29,7709.0062
2016-11-30,7635.9512
2016-12-1,7687.0071
2016-12-2,7630.9398
2016-12-5,7515.4242
2016-12-6,7483.6977
2016-12-7,7518.3824
2016-12-8,7510.8469
2016-12-9,7582.6922
2016-12-12,7464.6439
2016-12-13,7441.9829
2016-12-14,7395.8526
2016-12-15,7287.0274
2016-12-16,7278.2749
2016-12-19,7248.1404
2016-12-20,7208.2033
2016-12-21,7272.166
2016-12-22,7263.4347
2016-12-23,7218.323
2016-12-26,7251.9434
2016-12-27,7229.3877
2016-12-28,7199.7886
2016-12-29,7194.6982
2016-12-30,7224.6009
2017-1-3,7291.1021
2017-1-4,7337.7621
2017-1-5,7341.1601
2017-1-6,7307.0042
2017-1-9,7345.2296
2017-1-10,7328.852
2017-1-11,7283.4949
2017-1-12,7255.3393
2017-1-13,7277.2236
2017-1-16,7352.7252
2017-1-17,7337.2887
2017-1-18,7369.4139
2017-1-19,7347.0365
2017-1-20,7390.0883
2017-1-23,7403.3542
2017-1-24,7413.2291
2017-1-25,7440.3418
2017-1-26,7459.7359
2017-2-3,7404.0059
2017-2-6,7417.2159
2017-2-7,7404.4065
2017-2-8,7433.9622
2017-2-9,7463.4137
2017-2-10,7499.4913
2017-2-13,7534.7561
2017-2-14,7534.7889
2017-2-15,7512.4088
2017-2-16,7541.0462
2017-2-17,7490.1721
2017-2-20,7595.3375
2017-2-21,7614.2339
2017-2-22,7625.6275
2017-2-23,7591.4198
2017-2-24,7596.2331
2017-2-27,7542.1295
2017-2-28,7548.3743
2017-3-1,7558.0139
2017-3-2,7501.0116
2017-3-3,7479.9458
2017-3-6,7498.0563
2017-3-7,7510.3319
2017-3-8,7508.8319
2017-3-9,7466.7013
2017-3-10,7452.9751
2017-3-13,7508.8171
2017-3-14,7512.2528
2017-3-15,7524.7591
2017-3-16,7559.8586
2017-3-17,7484.7359
2017-3-20,7493.0896
2017-3-21,7515.1402
2017-3-22,7465.7248
2017-3-23,7486.9592
2017-3-24,7543.1496
2017-3-27,7533.3205
2017-3-28,7509.2928
2017-3-29,7501.0349
2017-3-30,7461.6984
2017-3-31,7491.9375
2017-4-5,7591.9875
2017-4-6,7613.3408
2017-4-7,7614.0153
2017-4-10,7589.4221
2017-4-11,7619.1117
2017-4-12,7604.9081
2017-4-13,7593.5306
2017-4-14,7549.1589
2017-4-17,7537.0965
2017-4-18,7479.568
2017-4-19,7434.4075
2017-4-20,7468.3644
2017-4-21,7497.4598
2017-4-24,7450.9648
2017-4-25,7447.4596
2017-4-26,7443.0765
2017-4-27,7450.1145
2017-4-28,7438.3759
2017-5-2,7407.6509
2017-5-3,7384.4551
2017-5-4,7367.2991
2017-5-5,7344.2573
2017-5-8,7340.4464
2017-5-9,7303.9279
2017-5-10,7281.4041
2017-5-11,7317.8483
2017-5-12,7392.1033
2017-5-15,7412.8196
2017-5-16,7442.8045
2017-5-17,7398.55
2017-5-18,7372.0415
2017-5-19,7383.4067
2017-5-22,7412.6049
2017-5-23,7472.1074
2017-5-24,7462.7177
2017-5-25,7618.0204
2017-5-26,7615.4313
2017-5-31,7644.9641
2017-6-1,7681.1183
2017-6-2,7635.9365
2017-6-5,7576.4656
2017-6-6,7620.042
2017-6-7,7682.7106
2017-6-8,7740.6506
2017-6-9,7776.8346
2017-6-12,7766.5813
2017-6-13,7767.8909
2017-6-14,7668.5825
2017-6-15,7639.547
2017-6-16,7619.861
2017-6-19,7700.2714
2017-6-20,7673.9895
2017-6-21,7746.5603
2017-6-22,7774.1432
2017-6-23,7814.1392
2017-6-26,7886.3362
2017-6-27,7908.3542
2017-6-28,7859.1007
2017-6-29,7904.7097
2017-6-30,7900.3541
2017-7-3,7873.7506
2017-7-4,7809.7075
2017-7-5,7897.3612
2017-7-6,7910.7788
2017-7-7,7904.4252
2017-7-10,7915.0875
2017-7-11,7945.5825
2017-7-12,7923.2539
2017-7-13,8008.5995
2017-7-14,8055.1303
2017-7-17,8018.2537
2017-7-18,8022.1404
2017-7-19,8146.6117
2017-7-20,8172.3326
2017-7-21,8122.8941
2017-7-24,8161.8597
2017-7-25,8123.1298
2017-7-26,8109.8634
2017-7-27,8116.1054
2017-7-28,8126.1174
2017-7-31,8161.8412
2017-8-1,8251.7182
2017-8-2,8241.9375
2017-8-3,8170.5995
2017-8-4,8128.6984
2017-8-7,8167.0932
2017-8-8,8170.7231
2017-8-9,8150.1004
2017-8-10,8116.3908
2017-8-11,7977.678
2017-8-14,8052.9762
2017-8-15,8080.4984
2017-8-16,8050.5572
2017-8-17,8097.8903
2017-8-18,8111.7739
2017-8-21,8143.2506
2017-8-22,8186.7447
2017-8-23,8198.1035
2017-8-24,8150.8672
2017-8-25,8307.3509
2017-8-28,8401.8595
2017-8-29,8399.7698
2017-8-30,8385.3404
2017-8-31,8359.3253
2017-9-1,8373.4553
2017-9-4,8391.5292
2017-9-5,8416.5916
2017-9-6,8392.6593
2017-9-7,8336.3224
2017-9-8,8330.9507
2017-9-11,8324.3619
2017-9-12,8362.9498
2017-9-13,8357.9346
2017-9-14,8319.5377
2017-9-15,8299.178
2017-9-18,8320.0178
2017-9-19,8309.9963
2017-9-20,8305.6263
2017-9-21,8304.1295
2017-9-22,8306.6349
2017-9-25,8293.432
2017-9-26,8293.1508
2017-9-27,8271.7294
2017-9-28,8269.078
2017-9-29,8297.6971
2017-10-9,8366.3984
2017-10-10,8369.7251
2017-10-11,8391.5067
2017-10-12,8415.2645
2017-10-13,8414.4602
2017-10-16,8430.0509
2017-10-17,8417.1339
2017-10-18,8486.0045
2017-10-19,8484.3269
2017-10-20,8465.8755
2017-10-23,8455.3116
2017-10-24,8516.655
2017-10-25,8532.9305
2017-10-26,8573.0085
2017-10-27,8646.358
2017-10-30,8618.336
2017-10-31,8592.635
2017-11-1,8575.4628
2017-11-2,8573.5297
2017-11-3,8585.7791
2017-11-6,8604.7494
2017-11-7,8669.1285
2017-11-8,8665.4547
2017-11-9,8711.7554
2017-11-10,8782.3853
2017-11-13,8805.6565
2017-11-14,8757.0709
2017-11-15,8718.4615
2017-11-16,8771.4206
2017-11-17,8882.9145
2017-11-20,8900.1883
2017-11-21,9013.9857
2017-11-22,9071.2137
2017-11-23,8843.5873
2017-11-24,8844.6974
2017-11-27,8774.5456
2017-11-28,8762.5079
2017-11-29,8758.3236
2017-11-30,8673.7166
2017-12-1,8641.7748
2017-12-4,8682.8785
2017-12-5,8772.183
2017-12-6,8689.4195
2017-12-7,8616.9932
2017-12-8,8661.0859
2017-12-11,8770.7676
2017-12-12,8639.8616
2017-12-13,8702.7521
2017-12-14,8647.5912
2017-12-15,8558.8523
2017-12-18,8573.6349
2017-12-19,8682.6437
2017-12-20,8680.6231
2017-12-21,8728.0902
2017-12-22,8695.6179
2017-12-25,8677.8118
2017-12-26,8718.6554
2017-12-27,8573.5031
2017-12-28,8632.4933
2017-12-29,8647.0294
2018-1-2,8773.3956
2018-1-3,8818.5702
2018-1-4,8847.0569
2018-1-5,8872.131
2018-1-8,8927.3982
2018-1-9,8978.821
2018-1-10,9019.3603
2018-1-11,9014.932
2018-1-12,9054.9044
2018-1-15,9066.1038
2018-1-16,9127.0859
2018-1-17,9142.0421
2018-1-18,9208.4277
2018-1-19,9252.5593
2018-1-22,9315.7015
2018-1-23,9430.8643
2018-1-24,9453.1865
2018-1-25,9404.3641
2018-1-26,9451.741
2018-1-29,9302.247
2018-1-30,9207.1519
2018-1-31,9269.7531
2018-2-1,9265.1318
2018-2-2,9304.5911
2018-2-5,9363.4192
2018-2-6,9120.7554
2018-2-7,8908.7351
2018-2-8,8736.1985
2018-2-9,8347.6923
2018-2-12,8383.9064
2018-2-13,8492.677
2018-2-14,8549.6142
2018-2-22,8726.9872
2018-2-23,8789.2626
2018-2-26,8863.9577
2018-2-27,8737.1079
2018-2-28,8624.613
2018-3-1,8668.9808
2018-3-2,8597.5352
2018-3-5,8598.408
2018-3-6,8696.4386
2018-3-7,8645.8961
2018-3-8,8716.8549
2018-3-9,8757.1309
2018-3-12,8778.755
2018-3-13,8705.9665
2018-3-14,8677.6877
2018-3-15,8726.0053
2018-3-16,8660.532
2018-3-19,8713.1505
2018-3-20,8733.6781
2018-3-21,8706.4723
2018-3-22,8633.122
2018-3-23,8400.0324
2018-3-26,8302.7183
2018-3-27,8351.3972
2018-3-28,8205.2626
2018-3-29,8308.0961
2018-3-30,8304.4187
2018-4-2,8289.4955
2018-4-3,8238.2707
2018-4-4,8229.3392
2018-4-9,8254.8191
2018-4-10,8420.2664
2018-4-11,8437.3735
2018-4-12,8349.3576
2018-4-13,8282.9203
2018-4-16,8136.4313
2018-4-17,8029.1803
2018-4-18,8078.3776
2018-4-19,8164.4853
2018-4-20,8058.1355
2018-4-23,8079.6806
2018-4-24,8240.5478
2018-4-25,8200.5332
2018-4-26,8082.3571
2018-4-27,8075.308
2018-5-2,8084.0628
2018-5-3,8136.8964
2018-5-4,8096.4739
2018-5-7,8208.2116
2018-5-8,8303.8361
2018-5-9,8290.0269
2018-5-10,8335.8398
2018-5-11,8303.7182
2018-5-14,8376.4738
2018-5-15,8402.578
2018-5-16,8325.9101
